id,plot,location,elevation,plot_size,treatment,treatment_age,mowing_age,mowing,survey_date,year,cover_vegetation,height_vegetation,parcel,block,year_topsoil_removal,year_hay_transfer,mowing_date,mowing_date_start,mowing_date_former,mowing_date_former_start,cover_soil_2024,grass_cover,graminoid_cover,richness_total,richness_R1A,richness_R22,richness_both,rlg_CR,rlg_VU,rlg_NT,rlg_EN,rlg,shannon,evenness,CWM_Height,CWM_Seed,CWM_SLA,botanist
X2021tum29,tum29,middle,469,4,control_2021,control_2021,NA,NA,2021-06-22,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,5.6,26.1,39,14,3,3,1,8,15,0,24,2.50628,0.68411,0.21773,0.00268,5.21315,Markus Bauer
X2021tum30,tum30,middle,469,4,control_2021,control_2021,NA,NA,2021-06-22,2021,60,15,NA,NA,NA,no,NA,NA,NA,NA,NA,11.6,34.1,40,21,9,9,1,7,16,0,24,2.70076,0.73214,0.24875,0.0022,5.22711,Markus Bauer
X2021tum31,tum31,middle,469,4,control_2021,control_2021,NA,NA,2021-06-22,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,15,35.5,34,20,6,6,1,5,10,1,17,2.65755,0.75362,0.22111,0.00268,5.09249,Markus Bauer
X2021tum32,tum32,middle,469,4,control_2021,control_2021,NA,NA,2021-06-22,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,12.1,22.1,40,25,7,7,1,6,15,0,22,2.75833,0.74774,0.27406,0.00304,5.23952,Markus Bauer
X2021tum33,tum33,middle,469,4,control_2021,control_2021,NA,NA,2021-06-22,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,5.5,36.5,35,22,7,7,1,6,12,0,19,2.26787,0.63787,0.20318,0.00392,5.24247,Markus Bauer
X2021tum34,tum34,middle,469,4,control_2021,control_2021,NA,NA,2021-06-22,2021,70,20,NA,NA,NA,no,NA,NA,NA,NA,NA,23.1,43.1,24,9,1,1,1,4,10,0,15,2.1302,0.67028,0.27412,0.00269,5.25972,Markus Bauer
X2021tum35,tum35,middle,469,4,control_2021,control_2021,NA,NA,2021-06-22,2021,80,20,NA,NA,NA,no,NA,NA,NA,NA,NA,22.5,55,39,20,7,7,1,8,15,1,25,2.45373,0.66977,0.28325,0.00243,5.27212,Markus Bauer
X2021tum36,tum36,middle,469,4,control_2021,control_2021,NA,NA,2021-06-23,2021,70,10,NA,NA,NA,no,NA,NA,NA,NA,NA,8.1,38.6,41,25,7,7,1,7,18,1,27,2.73428,0.73629,0.25608,0.00235,5.2685,Markus Bauer
X2021tum37,tum37,middle,469,4,control_2021,control_2021,NA,NA,2021-06-22,2021,70,20,NA,NA,NA,no,NA,NA,NA,NA,NA,23,43,33,13,0,0,1,10,12,0,23,2.51382,0.71895,0.29407,0.0035,5.25748,Markus Bauer
X2021tum38,tum38,middle,469,4,control_2021,control_2021,NA,NA,2021-06-23,2021,80,20,NA,NA,NA,no,NA,NA,NA,NA,NA,8.5,49,37,21,8,8,1,8,14,2,25,2.35486,0.65215,0.24895,0.00245,5.29811,Markus Bauer
X2021tum39,tum39,middle,469,4,control_2021,control_2021,NA,NA,2021-06-23,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,2.1,22.6,36,15,1,1,1,8,13,0,22,2.14677,0.59907,0.206,0.00339,5.24967,Markus Bauer
X2021tum40,tum40,middle,469,4,control_2021,control_2021,NA,NA,2021-06-23,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,5,39.5,32,13,2,2,1,4,13,0,18,2.38759,0.68891,0.22297,0.00254,5.22096,Markus Bauer
X2021tum41,tum41,middle,469,4,control_2021,control_2021,NA,NA,2021-06-23,2021,70,20,NA,NA,NA,no,NA,NA,NA,NA,NA,8.5,48.5,33,18,2,2,1,4,15,0,20,2.33645,0.66822,0.25146,0.00199,5.28061,Markus Bauer
X2021tum42,tum42,middle,469,4,control_2021,control_2021,NA,NA,2021-06-23,2021,60,15,NA,NA,NA,no,NA,NA,NA,NA,NA,3.6,34.1,39,17,3,3,1,8,14,0,23,2.34669,0.64055,0.2082,0.00333,5.24897,Markus Bauer
X2021tum43,tum43,middle,469,4,control_2021,control_2021,NA,NA,2021-06-17,2021,70,20,NA,NA,NA,no,NA,NA,NA,NA,NA,9.1,33.6,37,16,2,2,0,6,13,2,21,2.50274,0.6931,0.25162,0.02324,5.35926,Markus Bauer
X2021tum44,tum44,middle,469,4,control_2021,control_2021,NA,NA,2021-06-23,2021,60,20,NA,NA,NA,no,NA,NA,NA,NA,NA,2.6,23.1,34,17,3,3,1,8,9,0,18,2.29534,0.65091,0.23628,0.00246,5.26742,Markus Bauer
X2021tum45,tum45,middle,469,4,control_2021,control_2021,NA,NA,2021-06-23,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,3,25,32,13,3,3,2,6,12,0,20,2.31752,0.66869,0.22782,0.00382,5.27369,Markus Bauer
X2021tum46,tum46,middle,469,4,control_2021,control_2021,NA,NA,2021-06-17,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,17.5,39.5,33,14,2,2,1,7,16,0,24,2.57167,0.7355,0.26448,0.0021,5.2409,Markus Bauer
X2021tum47,tum47,middle,469,4,control_2021,control_2021,NA,NA,2021-06-17,2021,70,20,NA,NA,NA,no,NA,NA,NA,NA,NA,5.1,35.6,47,25,8,8,1,10,17,2,30,2.47767,0.64353,0.22744,0.00233,5.20316,Markus Bauer
X2021tum48,tum48,middle,469,4,control_2021,control_2021,NA,NA,2021-06-17,2021,70,20,NA,NA,NA,no,NA,NA,NA,NA,NA,5,25.5,33,16,3,3,0,6,13,1,20,2.41979,0.69206,0.25578,0.02459,5.37415,Markus Bauer
X2021tum49,tum49,middle,469,4,control_2021,control_2021,NA,NA,2021-06-23,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,15,45.5,29,15,3,3,1,7,6,0,14,2.30297,0.68392,0.23376,0.00208,5.16963,Markus Bauer
X2021tum50,tum50,middle,469,4,control_2021,control_2021,NA,NA,2021-06-17,2021,70,20,NA,NA,NA,no,NA,NA,NA,NA,NA,5.5,36,40,18,2,2,1,7,14,2,24,2.47981,0.67224,0.20849,0.00215,5.18785,Markus Bauer
X2021tum51,tum51,middle,469,4,control_2021,control_2021,NA,NA,2021-06-17,2021,60,15,NA,NA,NA,no,NA,NA,NA,NA,NA,7,27.5,40,17,2,2,1,7,14,1,23,2.63821,0.71518,0.2221,0.01485,5.25845,Markus Bauer
X2021tum52,tum52,middle,469,4,control_2021,control_2021,NA,NA,2021-06-17,2021,70,20,NA,NA,NA,no,NA,NA,NA,NA,NA,14,44.5,30,10,1,1,1,4,11,1,17,2.17697,0.64006,0.25219,0.00244,5.21943,Markus Bauer
X2021tum53,tum53,middle,469,4,control_2021,control_2021,NA,NA,2021-06-17,2021,60,20,NA,NA,NA,no,NA,NA,NA,NA,NA,8.5,39.5,36,18,2,2,1,7,17,0,25,2.52747,0.7053,0.23609,0.00206,5.25054,Markus Bauer
X2021tum54,tum54,middle,469,4,control_2021,control_2021,NA,NA,2021-06-23,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,4.5,35,41,19,1,1,1,9,20,0,30,2.40894,0.64869,0.22398,0.00269,5.18684,Markus Bauer
X2021tum55,tum55,middle,469,4,control_2021,control_2021,NA,NA,2021-06-23,2021,70,10,NA,NA,NA,no,NA,NA,NA,NA,NA,3.6,24.6,33,9,0,0,1,9,12,0,22,2.4856,0.71088,0.16684,0.00204,5.14463,Markus Bauer
X2021tum56,tum56,middle,469,4,control_2021,control_2021,NA,NA,2021-06-23,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,6.5,37,39,22,7,7,1,10,11,0,22,2.58324,0.70512,0.18185,0.00192,5.10612,Markus Bauer
X2021tum57,tum57,middle,469,4,control_2021,control_2021,NA,NA,2021-06-18,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,23,43.5,33,22,7,7,0,8,14,0,22,2.60301,0.74446,0.27196,0.00237,5.2009,Markus Bauer
X2021tum58,tum58,middle,469,4,control_2021,control_2021,NA,NA,2021-06-18,2021,70,10,NA,NA,NA,no,NA,NA,NA,NA,NA,7.5,29.5,37,16,1,1,1,9,14,0,24,2.73929,0.75861,0.19365,0.00383,5.12846,Markus Bauer
X2021tum59,tum59,middle,469,4,control_2021,control_2021,NA,NA,2021-06-18,2021,60,15,NA,NA,NA,no,NA,NA,NA,NA,NA,10.5,31,27,13,2,2,1,4,13,1,19,2.2664,0.68766,0.27668,0.00273,5.30696,Markus Bauer
X2021tum60,tum60,middle,469,4,control_2021,control_2021,NA,NA,2021-06-18,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,9,39.5,33,14,0,0,1,7,16,0,24,2.23931,0.64044,0.23454,0.00479,5.28214,Markus Bauer
X2021tum61,tum61,middle,469,4,control_2021,control_2021,NA,NA,2021-06-18,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,14.6,35.1,33,13,2,2,1,10,9,0,20,2.38519,0.68216,0.26343,0.00259,5.22304,Markus Bauer
X2021tum62,tum62,north,469,4,control_2021,control_2021,NA,NA,2021-06-18,2021,70,15,NA,NA,NA,no,NA,NA,NA,NA,NA,10.1,40.1,34,15,2,2,1,7,15,0,23,2.09734,0.59476,0.25473,0.00287,5.29153,Markus Bauer
X2021tum63,tum63,north,469,4,control_2021,control_2021,NA,NA,2021-06-18,2021,70,20,NA,NA,NA,no,NA,NA,NA,NA,NA,21.5,41.5,22,12,3,3,0,6,8,0,14,2.0437,0.66117,0.3212,0.0032,5.32798,Markus Bauer
X2021tum64,tum64,north,469,4,control_2021,control_2021,NA,NA,2021-06-18,2021,70,20,NA,NA,NA,no,NA,NA,NA,NA,NA,15.5,35.5,31,18,2,2,0,6,14,0,20,2.39279,0.6968,0.28261,0.00264,5.32095,Markus Bauer
X2021tum65,tum65,north,469,4,control_2021,control_2021,NA,NA,2021-06-18,2021,70,20,NA,NA,NA,no,NA,NA,NA,NA,NA,11,33,31,17,2,2,0,5,12,0,17,2.43764,0.70986,0.2439,0.00277,5.27898,Markus Bauer
X2021tum66,tum66,north,469,4,control_2021,control_2021,NA,NA,2021-06-17,2021,80,25,NA,NA,NA,no,NA,NA,NA,NA,NA,29,63,36,24,9,9,0,6,15,0,21,2.44432,0.6821,0.30422,0.00245,5.3027,Markus Bauer
X2021tum67,tum67,north,469,4,control_2021,control_2021,NA,NA,2021-06-18,2021,70,20,NA,NA,NA,no,NA,NA,NA,NA,NA,33.5,53.5,32,25,9,9,0,5,12,0,17,2.3737,0.68491,0.30884,0.00281,5.17208,Markus Bauer
X2021tum68,tum68,middle,469,4,control_2021,control_2021,NA,NA,2021-07-21,2021,90,20,NA,NA,NA,no,NA,NA,NA,NA,NA,46.5,50.5,24,12,1,1,0,7,11,0,18,2.22603,0.70044,0.37506,0.00259,5.314,Markus Bauer
X2024res01,res01,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-08,2024,35,12,520E,520E,1993,1993,no,NA,NA,NA,7,0,0,23,12,6,6,1,6,6,0,13,2.45379,0.78259,0.29571,0.00263,5.19143,Malte Knoeppler / Sina Appeltauer
X2024res02,res02,NA,469,4,topsoil_removal,topsoil_removal,NA,1990,2024-06-08,2024,30,7,520E,520E,1993,1993,no,NA,NA,NA,20,0.5,1,22,16,8,8,1,6,8,0,15,2.77598,0.89807,0.26502,0.00211,5.10774,Malte Knoeppler / Sina Appeltauer
X2024res03,res03,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-08,2024,50,6,520E,520E,1993,1993,no,NA,NA,NA,10,0.5,1,24,10,2,2,2,7,9,0,18,2.05207,0.6457,0.2038,0.00161,5.08269,Malte Knoeppler / Sina Appeltauer
X2024res04,res04,NA,469,4,cut_summer,cut_summer_old,> 10 years,1990,2024-06-06,2024,70,35,520D,520D,NA,1993,summer,2008,NA,NA,1,33.1,33.1,31,26,16,15,0,2,5,0,7,2.70225,0.78691,0.42917,0.00359,5.36587,Maren Teschauer / Sina Appeltauer / Malte Knoeppler
X2024res05,res05,NA,469,4,cut_summer,cut_summer_old,> 10 years,1990,2024-06-10,2024,90,45,520D,520D,NA,1993,summer,2008,NA,NA,5,36.5,36.5,30,18,9,7,0,2,6,0,8,2.73176,0.80318,0.52216,0.00368,5.41032,Maren Teschauer / Sina Appeltauer
X2024res06,res06,NA,469,4,cut_summer,cut_summer_old,> 10 years,1990,2024-06-10,2024,50,39,520D,520D,NA,1993,summer,2008,NA,NA,3,30,30,25,17,9,8,0,2,5,0,7,2.37016,0.73633,0.49144,0.00378,5.34172,Maren Teschauer
X2024res07,res07,NA,469,4,cut_summer,cut_summer_old,> 10 years,1990,2024-06-10,2024,60,48,520D,520D,NA,1993,summer,2008,NA,NA,7,37.5,37.5,29,22,14,12,0,2,8,0,10,2.64402,0.78521,0.44861,0.00337,5.29612,Sina Appeltauer
X2024res08,res08,NA,469,4,cut_summer,cut_summer_old,> 10 years,1990,2024-06-10,2024,60,42,520D,520D,NA,1993,summer,2008,NA,NA,3,34,34,34,25,15,14,0,2,6,0,8,2.78028,0.78843,0.44868,0.00353,5.34762,Maren Teschauer / Sina Appeltauer
X2024res09,res09,NA,469,4,cut_summer,cut_summer_old,> 10 years,2000,2024-06-10,2024,55,37,520/1B,520/1B,NA,2004,summer,2009,NA,NA,5,22.5,22.5,36,27,15,14,0,4,8,0,12,3.02246,0.84343,0.49357,0.00339,5.36071,Maren Teschauer / Sina Appeltauer
X2024res10,res10,NA,469,4,cut_summer,cut_summer_old,> 10 years,2000,2024-06-06,2024,60,30,520/1B,520/1B,NA,2004,summer,2010,NA,NA,2,15.5,16.1,37,28,15,14,0,3,8,0,11,2.95415,0.81812,0.43747,0.00367,5.36501,Maren Teschauer / Sina Appeltauer / Malte Knoeppler
X2024res11,res11,NA,469,4,cut_summer,cut_summer_old,> 10 years,2000,2024-06-10,2024,55,31,520/1B,520/1B,NA,2004,summer,2011,NA,NA,3,33.5,33.5,22,19,11,10,0,3,4,0,7,2.10806,0.68199,0.48114,0.00326,5.32028,Maren Teschauer
X2024res12,res12,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-06,2024,25,5,520/1A,520/1A,1996/2003,2003,no,NA,NA,NA,70,0,10,22,9,0,0,1,5,8,0,14,2.41861,0.78246,0.16672,0.00147,5.07764,Maren Teschauer / Sina Appeltauer / Malte Knoeppler
X2024res13,res13,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-08,2024,30,11,520/1A,520/1A,1996/2003,2003,no,NA,NA,NA,20,0.5,2.5,18,8,1,1,0,4,8,0,12,2.26399,0.78329,0.26604,0.00208,5.14511,Sina Appeltauer / Malte Knoeppler
X2024res14,res14,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-08,2024,35,9,520/1A,520/1A,1996/2003,2003,no,NA,NA,NA,40,0.5,3,25,8,1,1,1,5,11,0,17,2.84454,0.8837,0.25402,0.0034,5.23469,Sina Appeltauer / Malte Knoeppler
X2024res15,res15,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-08,2024,25,9,520/1A,520/1A,1996/2003,2003,no,NA,NA,NA,65,1,1,17,7,2,2,1,3,6,0,10,2.41196,0.85132,0.35157,0.00193,5.19121,Malte Knoeppler / Sina Appeltauer
X2024res16,res16,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-08,2024,45,17,520/1A,520/1A,1996/2003,2003,no,NA,NA,NA,4,1.5,4,32,21,9,9,2,7,10,0,19,2.99171,0.86323,0.33678,0.00212,5.10501,Malte Knoeppler / Sina Appeltauer
X2024res17,res17,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-08,2024,15,2,520/1A,520/1A,1996/2003,2003,no,NA,NA,NA,80,0,2.5,19,12,8,8,1,4,6,0,11,2.71089,0.92068,0.26309,0.00145,5.15862,Malte Knoeppler / Sina Appeltauer
X2024res18,res18,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-08,2024,25,9,520/1A,520/1A,1996/2003,2003,no,NA,NA,NA,10,0.5,1,20,7,1,1,1,5,8,0,14,2.60058,0.8681,0.3006,0.00138,5.20428,Malte Knoeppler / Sina Appeltauer
X2024res19,res19,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-08,2024,20,4,519B,519B,1993,2003,no,NA,NA,NA,70,0,2,21,6,1,1,1,6,8,0,15,2.58774,0.84996,0.27618,0.00204,5.05993,Malte Knoeppler / Sina Appeltauer
X2024res20,res20,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-08,2024,20,3,519B,519B,1993,2003,no,NA,NA,NA,35,0.1,2.1,26,12,9,8,1,4,8,0,13,2.47871,0.76078,0.21133,0.00147,5.16815,Malte Knoeppler / Sina Appeltauer
X2024res21,res21,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-08,2024,40,12,519B,519B,1993,2003,no,NA,NA,NA,45,0,2,20,14,7,7,1,3,6,0,10,2.17645,0.72652,0.25397,0.00201,5.14897,Malte Knoeppler / Sina Appeltauer
X2024res22,res22,NA,469,4,cut_summer,cut_summer_young,< 10 years,2000,2024-06-12,2024,40,27,515,515+517+518,NA,2008,summer,2017,autumn,2012,3,35.5,35.5,18,17,9,9,0,1,3,0,4,1.84599,0.63867,0.46007,0.00381,5.25218,Sina Appeltauer
X2024res23,res23,NA,469,4,cut_summer,cut_summer_young,< 10 years,2000,2024-06-12,2024,45,32,515,515+517+518,NA,2008,summer,2017,autumn,2012,5,48.5,49,16,11,4,4,0,2,2,0,4,1.65567,0.59716,0.48598,0.00441,5.25939,Sina Appeltauer
X2024res24,res24,NA,469,4,cut_summer,cut_summer_young,< 10 years,2000,2024-06-12,2024,55,30,515,515+517+518,NA,2008,summer,2017,autumn,2012,10,41.5,41.5,24,22,12,11,0,2,7,0,9,2.02179,0.63617,0.45974,0.0035,5.34692,Malte Knoeppler
X2024res25,res25,NA,469,4,cut_summer,cut_summer_young,< 10 years,2000,2024-06-12,2024,55,0,518,515+517+518,NA,2008,summer,2017,autumn,2012,7,51,51,18,15,7,7,0,1,7,0,8,1.77004,0.61239,0.49226,0.00359,5.31977,Malte Knoeppler / Sina Appeltauer
X2024res26,res26,NA,469,4,cut_summer,cut_summer_young,< 10 years,2000,2024-06-12,2024,45,36,518,515+517+518,NA,2008,summer,2017,autumn,2012,8,36.5,36.5,28,20,11,10,0,2,5,0,7,2.36968,0.71114,0.47658,0.00323,5.36356,Sina Appeltauer
X2024res27,res27,NA,469,4,cut_summer,cut_summer_young,< 10 years,2000,2024-06-12,2024,60,25,518,515+517+518,NA,2008,summer,2017,autumn,2012,5,41.5,42,25,24,13,12,0,1,11,0,12,1.97814,0.61454,0.45571,0.00432,5.29567,Malte Knoeppler
X2024res28,res28,NA,469,4,cut_summer,cut_summer_young,< 10 years,2000,2024-06-12,2024,50,28,518,515+517+518,NA,2008,summer,2017,autumn,2012,1,31.5,32,23,19,7,7,0,1,6,0,7,2.23534,0.71292,0.43267,0.00355,5.33451,Sina Appeltauer
X2024res33,res33,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-11,2024,60,35,510A,510A,NA,2005,autumn,2020,summer,2014,20,51,51,26,19,11,10,0,3,7,0,10,2.01638,0.61888,0.46213,0.00375,5.32047,Malte Knoeppler
X2024res34,res34,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-11,2024,65,40,510A,510A,NA,2005,autumn,2020,summer,2014,5,52.5,52.5,22,15,6,6,0,3,9,0,12,2.0857,0.67476,0.47675,0.00359,5.2769,Malte Knoeppler
X2024res35,res35,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-11,2024,55,40,510A,510A,NA,2005,autumn,2020,summer,2014,5,52.5,52.5,24,14,5,5,1,3,8,0,12,1.74619,0.54945,0.49738,0.00363,5.37758,Malte Knoeppler
X2024res36,res36,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-11,2024,55,35,510A,510A,NA,2005,autumn,2020,summer,2014,15,53.5,53.5,20,13,7,5,0,2,3,0,5,1.78498,0.59584,0.45615,0.00455,5.27875,Malte Knoeppler
X2024res37,res37,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-11,2024,50,35,510A,510A,NA,2005,autumn,2020,summer,2014,15,50.5,52.5,22,17,10,9,0,2,7,0,9,2.11623,0.68463,0.45838,0.00371,5.30369,Malte Knoeppler
X2024res38,res38,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-10,2024,40,40,510A,510A,NA,2005,autumn,2020,summer,2014,5,27,27,22,13,6,6,1,4,7,0,12,2.50745,0.8112,0.45756,0.00341,5.2825,Sina Appeltauer
X2024res39,res39,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-11,2024,60,35,510A,510A,NA,2005,autumn,2020,summer,2014,15,52.5,52.5,25,22,10,10,0,3,9,0,12,2.07316,0.64406,0.47346,0.00373,5.20672,Malte Knoeppler
X2024res40,res40,NA,469,4,topsoil_removal,topsoil_removal,NA,1990,2024-06-15,2024,20,15,508E,506C+506D+508E,1993,2003,no,NA,NA,NA,45,0,3,15,2,0,0,0,8,5,0,13,2.50529,0.92513,0.19617,0.00136,5.02452,Malte Knoeppler
X2024res41,res41,NA,469,4,topsoil_removal,topsoil_removal,NA,1990,2024-06-15,2024,20,4,508E,506C+506D+508E,1993,2003,no,NA,NA,NA,80,0,4.5,19,4,0,0,1,6,8,0,15,2.60244,0.88385,0.17122,0.00151,5.00298,Malte Knoeppler
X2024res42,res42,NA,469,4,topsoil_removal,topsoil_removal,NA,1990,2024-06-15,2024,40,14,506D,506C+506D+508E,1993,2003,no,NA,NA,NA,10,4,6.5,17,6,1,1,1,6,6,0,13,2.4276,0.85684,0.23789,0.00189,5.04952,Sina Appeltauer
X2024res43,res43,NA,469,4,topsoil_removal,topsoil_removal,NA,1990,2024-06-15,2024,20,10,508E,506C+506D+508E,1993,2003,no,NA,NA,NA,55,0.6,11.6,18,11,6,6,0,5,4,1,10,2.08364,0.72089,0.17043,0.00146,5.17751,Malte Knoeppler
X2024res44,res44,NA,469,4,topsoil_removal,topsoil_removal,NA,1990,2024-06-15,2024,20,4,506C,506C+506D+508E,1993,1993,no,NA,NA,NA,10,0.5,3,21,7,1,1,0,6,10,0,16,2.79312,0.91743,0.2191,0.00197,5.05489,Malte Knoeppler
X2024res45,res45,NA,469,4,topsoil_removal,topsoil_removal,NA,1990,2024-06-15,2024,25,6,506C,506C+506D+508E,1993,1993,no,NA,NA,NA,7,0.5,2.5,23,8,2,2,1,6,8,0,15,2.79236,0.89056,0.27894,0.00282,5.10882,Malte Knoeppler
X2024res46,res46,NA,469,4,topsoil_removal,topsoil_removal,NA,1990,2024-06-15,2024,15,4,508E,506C+506D+508E,1993,2003,no,NA,NA,NA,80,0,2.5,20,6,0,0,1,8,7,0,16,2.65633,0.8867,0.16026,0.0014,4.88184,Malte Knoeppler
X2024res47,res47,NA,469,4,topsoil_removal,topsoil_removal,NA,1990,2024-06-15,2024,40,16,506D,506C+506D+508E,1993,2003,no,NA,NA,NA,40,1,3,23,8,2,1,0,8,10,0,18,2.66269,0.84921,0.24741,0.0022,5.06761,Sina Appeltauer
X2024res48,res48,NA,469,4,topsoil_removal,topsoil_removal,NA,1990,2024-06-15,2024,40,14,508E,506C+506D+508E,1993,2003,no,NA,NA,NA,55,0,10,17,5,0,0,1,5,9,0,15,2.27812,0.80408,0.21187,0.00145,5.15117,Sina Appeltauer
X2024res50,res50,NA,469,4,cut_summer,cut_summer_old,> 10 years,1990,2024-06-15,2024,50,40,506A,506A+506B,NA,1993,summer,2009,NA,NA,10,23,23,26,17,8,7,0,3,7,0,10,2.68907,0.82535,0.42667,0.00375,5.2983,Malte Knoeppler
X2024res51,res51,NA,469,4,cut_summer,cut_summer_old,> 10 years,1990,2024-06-15,2024,90,29,508F,508F,NA,1993,summer,2009,NA,NA,0,82,82,16,10,4,3,0,2,6,0,8,1.79954,0.64905,0.36734,0.00326,5.22435,Sina Appeltauer
X2024res52,res52,NA,469,4,cut_summer,cut_summer_old,> 10 years,1990,2024-06-15,2024,85,36,508F,508F,NA,1993,summer,2009,NA,NA,5,96,96,19,9,6,4,0,4,6,0,10,1.9515,0.66278,0.45084,0.00414,5.30692,Sina Appeltauer
X2024res53,res53,NA,469,4,cut_summer,cut_summer_old,> 10 years,1990,2024-06-15,2024,60,50,506A,506A+506B,NA,1993,summer,2009,NA,NA,10,26.5,26.5,29,23,11,10,0,5,8,0,13,2.38365,0.70788,0.46243,0.00369,5.35066,Malte Knoeppler
X2024res54,res54,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-18,2024,20,6,2526A,2526A,1993,1993,no,NA,NA,NA,45,1,1,16,8,3,3,0,4,4,0,8,2.23112,0.80471,0.20742,0.00145,5.20818,Malte Knoeppler
X2024res55,res55,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-18,2024,15,5,2526A,2526A,1993,1993,no,NA,NA,NA,10,0.5,0.5,13,4,1,1,1,4,4,0,9,2.22002,0.86552,0.22842,0.00165,5.16065,Malte Knoeppler
X2024res56,res56,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-18,2024,20,6,2526A,2526A,1993,1993,no,NA,NA,NA,30,2.1,2.1,14,5,1,1,0,3,4,0,7,2.17606,0.82456,0.29153,0.00177,5.24562,Malte Knoeppler
X2024res57,res57,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-19,2024,25,5,2526A,2526A,1993,1993,no,NA,NA,NA,25,0.5,1,14,11,6,6,1,3,5,0,9,1.93741,0.73413,0.21663,0.00163,5.20088,Maren Teschauer
X2024res58,res58,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-18,2024,15,5,2526A,2526A,1993,1993,no,NA,NA,NA,25,1,1.5,22,11,3,3,1,4,7,0,12,2.76203,0.89356,0.25475,0.0016,5.10445,Malte Knoeppler
X2024res59,res59,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-18,2024,20,13,2526A,2526A,1993,1993,no,NA,NA,NA,15,0.5,1,18,7,1,1,1,5,7,0,13,2.5101,0.86844,0.22863,0.00165,5.15083,Malte Knoeppler
X2024res60,res60,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-18,2024,25,6,2526A,2526A,1993,1993,no,NA,NA,NA,25,0.5,2.5,19,12,6,6,1,5,9,0,15,2.48997,0.84565,0.18379,0.00155,5.18786,Malte Knoeppler
X2024res61,res61,NA,469,4,topsoil_removal,topsoil_removal,NA,2000,2024-06-19,2024,30,10,2526A,2526A,1993,1993,no,NA,NA,NA,5,2,2,15,6,2,2,1,4,5,0,10,2.05795,0.75994,0.19186,0.00156,5.16333,Maren Teschauer
X2024res62,res62,NA,469,4,cut_summer,cut_summer_young,< 10 years,2000,2024-06-19,2024,75,31,"""2513/1""","""2513/1""",NA,2005,summer,2020,august,2009,2,56,56,23,12,6,4,0,4,5,0,9,2.11161,0.67345,0.48802,0.00371,5.31214,Maren Teschauer
X2024res63,res63,NA,469,4,cut_summer,cut_summer_young,< 10 years,2000,2024-06-19,2024,60,40,"""2513/1""","""2513/1""",NA,2005,summer,2020,august,2009,5,39.5,39.5,23,14,7,6,0,2,8,0,10,2.11928,0.6759,0.50504,0.00306,5.31878,Maren Teschauer
X2024res64,res64,NA,469,4,cut_summer,cut_summer_young,< 10 years,2000,2024-06-19,2024,75,64,"""2513/1""","""2513/1""",NA,2005,summer,2020,august,2009,5,63.5,63.5,20,15,8,8,0,2,6,0,8,1.87085,0.6245,0.47419,0.00338,5.22457,Maren Teschauer
